MANDT;OTYPE;OBJID;PLVAR;RSIGN;RELAT;ISTAT;PRIOX;BEGDA;ENDDA;VARYF;SEQNR;VALIDTO;SCLAS;SOBID
10;P;80105091;1;A;32;1;;31.07.2012;31.12.9999;Q 50028210;0;31.12.2022;;
10;P;80105091;1;A;32;1;;03.08.2012;29.09.2014;Q 50018769;0;31.12.2022;;
10;P;80105091;1;A;32;1;;06.08.2012;31.12.2015;Q 50028131;0;31.12.2022;;
10;P;80105091;1;A;32;1;;06.08.2012;31.12.2015;Q 50028437;0;31.12.9999;;
10;P;80105091;1;A;32;1;;06.08.2012;31.12.9999;Q 50028134;0;31.12.2022;;
10;P;80105091;1;A;32;1;;06.08.2012;31.12.9999;Q 50028434;0;31.12.9999;;
10;P;80105091;1;A;32;1;;09.04.2013;09.07.2014;Q 50018771;0;31.12.2014;;
10;P;80105091;1;A;32;1;;26.04.2013;31.12.9999;Q 50019018;0;31.12.2023;;
10;P;80105091;1;A;32;1;;10.06.2013;09.07.2014;Q 50028147;0;31.12.2014;;
10;P;80105091;1;A;32;1;;18.07.2013;31.12.9999;Q 50024965;0;31.12.2023;;
10;P;80105091;1;A;32;1;;18.07.2013;31.12.9999;Q 50028133;0;31.12.2023;;
10;P;80105091;1;A;32;1;;06.11.2013;09.07.2014;Q 50018682;0;31.12.2014;;
10;P;80105091;1;A;32;1;;10.07.2014;08.11.2017;Q 50018682;0;31.12.9999;;
10;P;80105091;1;A;32;1;;10.07.2014;08.11.2017;Q 50018771;0;31.12.9999;;
10;P;80105091;1;A;32;1;;10.07.2014;13.03.2018;Q 50028430;0;31.12.2028;E;50461706
10;P;80105091;1;A;32;1;;10.07.2014;31.12.9999;Q 50028147;0;31.12.9999;;
10;P;80105091;1;A;32;1;;30.09.2014;17.11.2015;Q 50018769;0;31.12.2015;;
10;P;80105091;1;A;32;1;;30.10.2014;16.11.2015;Q 50028426;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368699;0;31.12.2017;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368700;0;31.12.2017;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368795;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368796;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368797;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368798;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368812;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368813;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368814;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368815;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368984;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368985;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368986;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368987;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368992;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368993;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368994;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368995;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368996;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368997;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368998;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;01.01.2015;Q 50368999;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;05.09.2015;Q 50368846;0;31.12.2023;;
10;P;80105091;1;A;32;1;;01.01.2015;06.09.2015;Q 50368845;0;31.12.2023;;
10;P;80105091;1;A;32;1;;01.01.2015;08.04.2018;Q 50369074;0;31.12.2024;;
10;P;80105091;1;A;32;1;;01.01.2015;15.04.2018;Q 50368988;0;31.12.2025;;
10;P;80105091;1;A;32;1;;01.01.2015;12.09.2018;Q 50369075;0;31.12.2024;;
10;P;80105091;1;A;32;1;;01.01.2015;27.09.2018;Q 50369076;0;31.12.2024;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368629;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368630;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368634;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368635;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368683;0;31.12.2018;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368684;0;31.12.2018;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368685;0;31.12.2018;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368817;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368818;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368820;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368821;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368822;0;31.12.2022;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368823;0;31.12.2022;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368824;0;31.12.2022;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368828;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368829;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368830;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368831;0;31.12.2015;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368832;0;31.12.2019;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368833;0;31.12.2019;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368837;0;31.12.2018;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368838;0;31.12.2018;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368839;0;31.12.2018;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368840;0;31.12.2018;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368841;0;31.12.2018;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368844;0;31.12.2023;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368847;0;31.12.2023;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368881;0;31.12.2025;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368882;0;31.12.2025;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368883;0;31.12.2025;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368884;0;31.12.2025;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368885;0;31.12.2025;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368886;0;31.12.2025;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368989;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368990;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50368991;0;31.12.2016;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50369000;0;31.12.2019;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50369001;0;31.12.2019;;
10;P;80105091;1;A;32;1;;01.01.2015;31.12.9999;Q 50369077;0;31.12.2024;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368699;0;31.12.2009;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368700;0;31.12.2009;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368795;0;31.12.2006;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368796;0;31.12.2006;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368797;0;31.12.2006;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368798;0;31.12.2006;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368812;0;31.12.2008;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368813;0;31.12.2008;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368814;0;31.12.2008;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368815;0;31.12.2008;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368965;0;31.12.2007;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368966;0;31.12.2007;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368967;0;31.12.2007;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368968;0;31.12.2007;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368978;0;31.12.2007;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368979;0;31.12.2007;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368980;0;31.12.2007;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368984;0;31.12.2008;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368985;0;31.12.2008;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368986;0;31.12.2009;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368987;0;31.12.2009;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368992;0;31.12.2010;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368993;0;31.12.2010;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368994;0;31.12.2010;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368995;0;31.12.2010;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368996;0;31.12.2010;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368997;0;31.12.2010;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368998;0;31.12.2010;;
10;P;80105091;1;A;32;1;;02.01.2015;02.01.2015;Q 50368999;0;31.12.2010;;
10;P;80105091;1;A;32;1;;03.01.2015;12.06.2017;Q 50368663;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;12.06.2017;Q 50368664;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;12.06.2017;Q 50368665;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;12.06.2017;Q 50368666;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;12.06.2017;Q 50368795;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;12.06.2017;Q 50368796;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;12.06.2017;Q 50368797;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;12.06.2017;Q 50368798;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;12.06.2017;Q 50368965;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;12.06.2017;Q 50368966;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;12.06.2017;Q 50368967;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;12.06.2017;Q 50368968;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368812;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368813;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368814;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368815;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368978;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368979;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368980;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368984;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368985;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368986;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368987;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368992;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368993;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368994;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368995;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368996;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368997;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368998;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;08.11.2017;Q 50368999;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;31.12.9999;Q 50368699;0;31.12.9999;;
10;P;80105091;1;A;32;1;;03.01.2015;31.12.9999;Q 50368700;0;31.12.9999;;
10;P;80105091;1;A;32;1;;04.01.2015;31.12.9999;Q 50028153;0;31.12.9999;;
10;P;80105091;1;A;32;1;;05.06.2015;31.12.9999;Q 50028253;0;31.12.2025;;
10;P;80105091;1;A;32;1;;06.09.2015;01.06.2016;Q 50368846;0;31.12.2017;E;50400077
10;P;80105091;1;A;32;1;;07.09.2015;01.06.2016;Q 50368845;0;31.12.2017;E;50400074
10;P;80105091;1;A;32;1;;17.11.2015;31.12.9999;Q 50028426;0;31.12.9999;E;50348553
10;P;80105091;1;A;32;1;;18.11.2015;08.11.2017;Q 50018769;0;31.12.9999;E;50346988
10;P;80105091;1;A;32;1;;08.04.2016;31.12.9999;Q 50018922;0;31.12.2026;E;50390404
10;P;80105091;1;A;32;1;;08.04.2016;31.12.9999;Q 50018923;0;31.12.2026;E;50390404
10;P;80105091;1;A;32;1;;08.04.2016;31.12.9999;Q 50028254;0;31.12.2026;E;50390404
10;P;80105091;1;A;32;1;;02.06.2016;12.06.2017;Q 50368845;0;31.12.9999;E;50412112
10;P;80105091;1;A;32;1;;02.06.2016;12.06.2017;Q 50368846;0;31.12.9999;E;50412113
10;P;80105091;1;A;32;1;;18.05.2017;31.12.9999;Q 50368789;0;31.12.2028;E;50456745
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368663;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368664;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368665;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368666;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368795;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368796;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368797;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368798;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368845;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368846;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368965;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368966;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368967;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;13.06.2017;31.12.9999;Q 50368968;0;31.12.2022;E;50432608
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50018987;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50018990;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369078;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369079;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369080;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369081;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369082;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369083;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369084;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369085;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369086;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369087;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369088;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369089;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369090;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369091;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369092;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369093;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369094;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369095;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369096;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;09.08.2017;31.12.9999;Q 50369097;0;31.12.2027;E;50432341
10;P;80105091;1;A;32;1;;28.09.2017;02.05.2018;Q 50024967;0;31.12.2018;E;50456632
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50018682;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50018769;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50018771;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50024955;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50024960;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50028215;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368812;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368813;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368814;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368815;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368978;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368979;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368980;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368984;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368985;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368986;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368987;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368992;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368993;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368994;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368995;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368996;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368997;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368998;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;09.11.2017;31.12.9999;Q 50368999;0;31.12.2022;E;50432355
10;P;80105091;1;A;32;1;;14.02.2018;31.12.9999;Q 50369002;0;31.12.2028;E;50461697
10;P;80105091;1;A;32;1;;14.02.2018;31.12.9999;Q 50369003;0;31.12.2028;E;50461697
10;P;80105091;1;A;32;1;;14.03.2018;31.12.9999;Q 50028430;0;31.12.2028;E;50461706
10;P;80105091;1;A;32;1;;09.04.2018;31.12.9999;Q 50369074;0;31.12.2019;E;50475603
10;P;80105091;1;A;32;1;;16.04.2018;31.12.9999;Q 50368988;0;31.12.2019;E;50475834
10;P;80105091;1;A;32;1;;03.05.2018;31.12.9999;Q 50024967;0;31.12.9999;E;50465303
10;P;80105091;1;A;32;1;;13.09.2018;31.12.9999;Q 50369075;0;31.12.2019;E;50484014
10;P;80105091;1;A;32;1;;28.09.2018;31.12.9999;Q 50369076;0;31.12.2019;E;50484646
10;P;80105091;1;A;32;1;;12.04.2019;31.12.9999;Q 50018983;0;31.12.2029;E;50490742
10;P;80105091;1;A;32;1;;12.04.2019;31.12.9999;Q 50018984;0;31.12.2029;E;50490742
10;P;80105091;1;A;32;1;;12.04.2019;31.12.9999;Q 50018985;0;31.12.2029;E;50490742
10;P;80105091;1;A;32;1;;31.07.2019;31.12.9999;Q 50369098;0;31.12.2029;E;50490758
10;P;80105102;1;A;32;1;;15.12.2005;23.09.2010;Q 50018925;0;31.12.2015;;
10;P;80105102;1;A;32;1;;01.01.2006;22.09.2010;Q 50028236;0;31.12.2016;;
10;P;80105102;1;A;32;1;;01.01.2006;19.10.2010;Q 50028238;0;31.12.2016;;
10;P;80105102;1;A;32;1;;01.01.2006;20.10.2011;Q 50028241;0;31.12.2016;;
10;P;80105102;1;A;32;1;;01.01.2006;28.05.2013;Q 50028242;0;31.12.2016;;
10;P;80105102;1;A;32;1;;01.01.2006;31.12.9999;Q 50028240;0;31.12.2016;;
10;P;80105102;1;A;32;1;;13.01.2006;31.12.2015;Q 50028047;0;31.12.2016;;
10;P;80105102;1;A;32;1;;29.08.2006;02.11.2009;Q 50028208;0;31.12.2016;;
10;P;80105102;1;A;32;1;;29.08.2006;31.12.9999;Q 50028209;0;31.12.2016;;
10;P;80105102;1;A;32;1;;21.11.2006;31.12.2015;Q 50028211;0;31.12.2016;;
10;P;80105102;1;A;32;1;;21.11.2006;31.12.2015;Q 50028213;0;31.12.2016;;
10;P;80105102;1;A;32;1;;24.11.2006;22.02.2012;Q 50018923;0;31.12.2016;;
10;P;80105102;1;A;32;1;;24.11.2006;21.03.2012;Q 50028254;0;31.12.2016;;
10;P;80105102;1;A;32;1;;24.11.2006;23.05.2013;Q 50018922;0;31.12.2016;;
10;P;80105102;1;A;32;1;;25.01.2007;18.01.2009;Q 50018907;0;31.12.2017;;
10;P;80105102;1;A;32;1;;25.01.2007;18.10.2009;Q 50018911;0;31.12.2017;;
10;P;80105102;1;A;32;1;;25.01.2007;19.10.2011;Q 50018905;0;31.12.2017;;
10;P;80105102;1;A;32;1;;25.01.2007;18.05.2014;Q 50018904;0;31.12.2017;;
10;P;80105102;1;A;32;1;;25.01.2007;31.12.2015;Q 50018906;0;31.12.2017;;
10;P;80105102;1;A;32;1;;25.01.2007;31.12.9999;Q 50028030;0;31.12.2017;;
10;P;80105102;1;A;32;1;;25.01.2007;31.12.9999;Q 50028031;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.2015;Q 50028035;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.2015;Q 50028308;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.9999;Q 50028032;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.9999;Q 50028033;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.9999;Q 50028034;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.9999;Q 50028063;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.9999;Q 50028064;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.9999;Q 50028065;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.9999;Q 50028066;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.9999;Q 50028067;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.9999;Q 50028305;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.9999;Q 50028306;0;31.12.2017;;
10;P;80105102;1;A;32;1;;19.09.2007;31.12.9999;Q 50028307;0;31.12.2017;;
10;P;80105102;1;A;32;1;;14.11.2007;31.12.2015;Q 50028113;0;31.12.2017;;
10;P;80105102;1;A;32;1;;14.11.2007;31.12.2015;Q 50028246;0;31.12.2017;;
10;P;80105102;1;A;32;1;;14.11.2007;31.12.9999;Q 50028075;0;31.12.2017;;
10;P;80105102;1;A;32;1;;14.11.2007;31.12.9999;Q 50028076;0;31.12.2017;;
10;P;80105102;1;A;32;1;;14.11.2007;31.12.9999;Q 50028077;0;31.12.2017;;
10;P;80105102;1;A;32;1;;14.11.2007;31.12.9999;Q 50028078;0;31.12.2017;;
10;P;80105102;1;A;32;1;;14.11.2007;31.12.9999;Q 50028110;0;31.12.2017;;
10;P;80105102;1;A;32;1;;14.11.2007;31.12.9999;Q 50028111;0;31.12.2017;;
10;P;80105102;1;A;32;1;;14.11.2007;31.12.9999;Q 50028112;0;31.12.2017;;
10;P;80105102;1;A;32;1;;14.11.2007;31.12.9999;Q 50028243;0;31.12.2017;;
