MANDT;OTYPE;OBJID;PLVAR;RSIGN;RELAT;ISTAT;PRIOX;BEGDA;ENDDA;VARYF;SEQNR;VALIDTO;SCLAS;SOBID
10;P;80100021;1;A;32;1;;25.04.2001;31.12.2015;Q 50018729;0;31.12.2011;;
10;P;80100021;1;A;32;1;;25.04.2001;31.12.9999;Q 50018723;0;31.12.2011;;
10;P;80100021;1;A;32;1;;25.04.2001;31.12.9999;Q 50018724;0;31.12.2011;;
10;P;80100021;1;A;32;1;;25.04.2001;31.12.9999;Q 50018727;0;31.12.2011;;
10;P;80100021;1;A;32;1;;27.10.2001;31.12.9999;Q 50018688;0;31.12.2011;;
10;P;80100021;1;A;32;1;;05.04.2002;19.04.2005;Q 50019002;0;31.12.2012;;
10;P;80100021;1;A;32;1;;10.09.2002;31.12.9999;Q 50018662;0;31.12.9999;;
10;P;80100021;1;A;32;1;;10.09.2002;31.12.9999;Q 50018769;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2003;10.07.2003;Q 50018663;0;31.12.2004;;
10;P;80100021;1;A;32;1;;01.01.2003;10.07.2003;Q 50018667;0;31.12.2004;;
10;P;80100021;1;A;32;1;;01.01.2003;10.07.2003;Q 50018773;0;31.12.2004;;
10;P;80100021;1;A;32;1;;01.01.2003;13.02.2004;Q 50018684;0;31.12.2004;;
10;P;80100021;1;A;32;1;;01.01.2003;06.09.2004;Q 50018685;0;31.12.2004;;
10;P;80100021;1;A;32;1;;22.04.2003;31.12.9999;Q 50018770;0;31.12.9999;;
10;P;80100021;1;A;32;1;;11.07.2003;31.12.2005;Q 50018667;0;31.12.9999;;
10;P;80100021;1;A;32;1;;11.07.2003;31.12.2005;Q 50018773;0;31.12.9999;;
10;P;80100021;1;A;32;1;;11.07.2003;31.12.9999;Q 50018663;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2004;27.09.2004;Q 50018682;0;31.12.2005;;
10;P;80100021;1;A;32;1;;01.01.2004;28.09.2004;Q 50018771;0;31.12.2005;;
10;P;80100021;1;A;32;1;;01.01.2004;29.09.2004;Q 50018762;0;31.12.2005;;
10;P;80100021;1;A;32;1;;01.01.2004;31.12.2005;Q 50018683;0;31.12.2005;;
10;P;80100021;1;A;32;1;;14.02.2004;31.12.2005;Q 50018684;0;31.12.9999;;
10;P;80100021;1;A;32;1;;12.04.2004;26.10.2004;Q 50018763;0;31.12.2014;;
10;P;80100021;1;A;32;1;;12.05.2004;12.04.2005;Q 50018761;0;31.12.2014;;
10;P;80100021;1;A;32;1;;12.06.2004;18.03.2009;Q 50018877;0;31.12.2014;;
10;P;80100021;1;A;32;1;;07.09.2004;31.12.2005;Q 50018685;0;31.12.9999;;
10;P;80100021;1;A;32;1;;28.09.2004;31.12.9999;Q 50018682;0;31.12.9999;;
10;P;80100021;1;A;32;1;;29.09.2004;31.12.9999;Q 50018771;0;31.12.9999;;
10;P;80100021;1;A;32;1;;30.09.2004;31.12.2005;Q 50018762;0;31.12.9999;;
10;P;80100021;1;A;32;1;;27.10.2004;31.12.2005;Q 50018763;0;31.12.2005;;
10;P;80100021;1;A;32;1;;01.01.2005;04.06.2006;Q 50018774;0;31.12.2006;;
10;P;80100021;1;A;32;1;;06.04.2005;31.12.2005;Q 50019003;0;31.12.2015;;
10;P;80100021;1;A;32;1;;13.04.2005;13.05.2005;Q 50018761;0;31.12.2006;;
10;P;80100021;1;A;32;1;;20.04.2005;31.12.2005;Q 50019002;0;31.12.2006;;
10;P;80100021;1;A;32;1;;26.04.2005;31.12.2005;Q 50018750;0;31.12.2015;;
10;P;80100021;1;A;32;1;;14.05.2005;31.12.2005;Q 50018761;0;31.12.9999;;
10;P;80100021;1;A;32;1;;09.08.2005;04.06.2006;Q 50018664;0;31.12.2006;;
10;P;80100021;1;A;32;1;;10.08.2005;31.12.2005;Q 50018655;0;31.12.2006;;
10;P;80100021;1;A;32;1;;23.09.2005;31.12.2005;Q 50019008;0;31.12.2015;;
10;P;80100021;1;A;32;1;;23.09.2005;31.12.2005;Q 50019009;0;31.12.2015;;
10;P;80100021;1;A;32;1;;19.11.2005;31.12.9999;Q 50018668;0;31.12.2015;;
10;P;80100021;1;A;32;1;;30.12.2005;31.12.9999;Q 50028195;0;31.12.9999;;
10;P;80100021;1;A;32;1;;30.12.2005;31.12.9999;Q 50028197;0;31.12.9999;;
10;P;80100021;1;A;32;1;;30.12.2005;31.12.9999;Q 50028198;0;31.12.9999;;
10;P;80100021;1;A;32;1;;30.12.2005;31.12.9999;Q 50028199;0;31.12.9999;;
10;P;80100021;1;A;32;1;;30.12.2005;31.12.9999;Q 50028200;0;31.12.9999;;
10;P;80100021;1;A;32;1;;30.12.2005;31.12.9999;Q 50028201;0;31.12.9999;;
10;P;80100021;1;A;32;1;;30.12.2005;31.12.9999;Q 50028202;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;06.06.2006;Q 50028208;0;31.12.2007;;
10;P;80100021;1;A;32;1;;01.01.2006;06.06.2006;Q 50028209;0;31.12.2007;;
10;P;80100021;1;A;32;1;;01.01.2006;29.08.2006;Q 50028150;0;31.12.2007;;
10;P;80100021;1;A;32;1;;01.01.2006;29.08.2006;Q 50028153;0;31.12.2007;;
10;P;80100021;1;A;32;1;;01.01.2006;29.08.2006;Q 50028154;0;31.12.2007;;
10;P;80100021;1;A;32;1;;01.01.2006;23.07.2007;Q 50028210;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2006;24.07.2007;Q 50028205;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.2015;Q 50028145;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.2015;Q 50028211;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.2015;Q 50028212;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.2015;Q 50028213;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.2015;Q 50028214;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028010;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028011;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028129;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028140;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028141;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028142;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028143;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028144;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028146;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028147;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028148;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028207;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028219;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028220;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028221;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2006;31.12.9999;Q 50028278;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.04.2006;07.02.2007;Q 50027902;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.04.2006;31.12.9999;Q 50027903;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.04.2006;31.12.9999;Q 50027904;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.04.2006;31.12.9999;Q 50027905;0;31.12.2016;;
10;P;80100021;1;A;32;1;;05.06.2006;31.12.9999;Q 50018664;0;31.12.9999;;
10;P;80100021;1;A;32;1;;05.06.2006;31.12.9999;Q 50018774;0;31.12.9999;;
10;P;80100021;1;A;32;1;;07.06.2006;31.12.9999;Q 50028208;0;31.12.9999;;
10;P;80100021;1;A;32;1;;07.06.2006;31.12.9999;Q 50028209;0;31.12.9999;;
10;P;80100021;1;A;32;1;;28.06.2006;04.11.2006;Q 50019018;0;31.12.2016;;
10;P;80100021;1;A;32;1;;14.07.2006;15.10.2008;Q 50027991;0;31.12.2016;;
10;P;80100021;1;A;32;1;;14.07.2006;31.12.9999;Q 50027992;0;31.12.2016;;
10;P;80100021;1;A;32;1;;29.07.2006;14.08.2007;Q 50027961;0;31.12.2016;;
10;P;80100021;1;A;32;1;;29.07.2006;23.10.2007;Q 50027965;0;31.12.2016;;
10;P;80100021;1;A;32;1;;29.07.2006;20.04.2008;Q 50027908;0;31.12.2016;;
10;P;80100021;1;A;32;1;;29.07.2006;24.04.2008;Q 50027959;0;31.12.2016;;
10;P;80100021;1;A;32;1;;29.07.2006;16.10.2008;Q 50027969;0;31.12.2016;;
10;P;80100021;1;A;32;1;;29.07.2006;31.12.9999;Q 50027960;0;31.12.2016;;
10;P;80100021;1;A;32;1;;29.07.2006;31.12.9999;Q 50027962;0;31.12.2016;;
10;P;80100021;1;A;32;1;;29.07.2006;31.12.9999;Q 50027964;0;31.12.2016;;
10;P;80100021;1;A;32;1;;29.07.2006;31.12.9999;Q 50027966;0;31.12.2016;;
10;P;80100021;1;A;32;1;;29.07.2006;31.12.9999;Q 50027967;0;31.12.2016;;
10;P;80100021;1;A;32;1;;29.07.2006;31.12.9999;Q 50027968;0;31.12.2016;;
10;P;80100021;1;A;32;1;;29.07.2006;31.12.9999;Q 50027970;0;31.12.2016;;
10;P;80100021;1;A;32;1;;30.08.2006;31.12.2015;Q 50028150;0;31.12.9999;;
10;P;80100021;1;A;32;1;;30.08.2006;31.12.9999;Q 50028153;0;31.12.9999;;
10;P;80100021;1;A;32;1;;30.08.2006;31.12.9999;Q 50028154;0;31.12.9999;;
10;P;80100021;1;A;32;1;;04.09.2006;04.09.2007;Q 50019015;0;31.12.2007;;
10;P;80100021;1;A;32;1;;05.11.2006;31.05.2007;Q 50019018;0;31.12.2007;;
10;P;80100021;1;A;32;1;;10.11.2006;31.12.9999;Q 50028230;0;31.12.2016;;
10;P;80100021;1;A;32;1;;10.11.2006;31.12.9999;Q 50028231;0;31.12.2016;;
10;P;80100021;1;A;32;1;;08.02.2007;27.06.2008;Q 50027902;0;31.12.2008;;
10;P;80100021;1;A;32;1;;01.06.2007;31.12.9999;Q 50019018;0;31.12.9999;;
10;P;80100021;1;A;32;1;;12.07.2007;31.12.9999;Q 50027985;0;31.12.2017;;
10;P;80100021;1;A;32;1;;12.07.2007;31.12.9999;Q 50027987;0;31.12.2017;;
10;P;80100021;1;A;32;1;;24.07.2007;29.06.2008;Q 50028210;0;31.12.2008;;
10;P;80100021;1;A;32;1;;25.07.2007;30.06.2008;Q 50028205;0;31.12.2008;;
10;P;80100021;1;A;32;1;;15.08.2007;27.06.2008;Q 50027961;0;31.12.2008;;
10;P;80100021;1;A;32;1;;05.09.2007;31.12.9999;Q 50019015;0;31.12.9999;;
10;P;80100021;1;A;32;1;;24.10.2007;27.06.2008;Q 50027965;0;31.12.2008;;
10;P;80100021;1;A;32;1;;07.11.2007;06.10.2009;Q 50027988;0;31.12.2017;;
10;P;80100021;1;A;32;1;;24.11.2007;31.12.9999;Q 50018765;0;31.12.2017;;
10;P;80100021;1;A;32;1;;24.11.2007;31.12.9999;Q 50018766;0;31.12.2017;;
10;P;80100021;1;A;32;1;;24.11.2007;31.12.9999;Q 50018767;0;31.12.2017;;
10;P;80100021;1;A;32;1;;24.11.2007;31.12.9999;Q 50028130;0;31.12.2017;;
10;P;80100021;1;A;32;1;;17.04.2008;31.12.9999;Q 50028176;0;31.12.2018;;
10;P;80100021;1;A;32;1;;17.04.2008;31.12.9999;Q 50028177;0;31.12.2018;;
10;P;80100021;1;A;32;1;;17.04.2008;31.12.9999;Q 50028178;0;31.12.2018;;
10;P;80100021;1;A;32;1;;17.04.2008;31.12.9999;Q 50028179;0;31.12.2018;;
10;P;80100021;1;A;32;1;;21.04.2008;25.10.2009;Q 50027908;0;31.12.2009;;
10;P;80100021;1;A;32;1;;25.04.2008;25.10.2009;Q 50027959;0;31.12.2009;;
10;P;80100021;1;A;32;1;;31.05.2008;20.03.2009;Q 50018878;0;31.12.2018;;
10;P;80100021;1;A;32;1;;31.05.2008;31.12.9999;Q 50018879;0;31.12.2018;;
10;P;80100021;1;A;32;1;;31.05.2008;31.12.9999;Q 50018881;0;31.12.2018;;
10;P;80100021;1;A;32;1;;31.05.2008;31.12.9999;Q 50018884;0;31.12.2018;;
10;P;80100021;1;A;32;1;;31.05.2008;31.12.9999;Q 50018887;0;31.12.2018;;
10;P;80100021;1;A;32;1;;31.05.2008;31.12.9999;Q 50018888;0;31.12.2018;;
10;P;80100021;1;A;32;1;;25.06.2008;31.12.9999;Q 50028206;0;31.12.2018;;
10;P;80100021;1;A;32;1;;28.06.2008;31.12.9999;Q 50027902;0;31.12.9999;;
10;P;80100021;1;A;32;1;;28.06.2008;31.12.9999;Q 50027961;0;31.12.9999;;
10;P;80100021;1;A;32;1;;28.06.2008;31.12.9999;Q 50027965;0;31.12.9999;;
10;P;80100021;1;A;32;1;;30.06.2008;31.12.9999;Q 50028210;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.07.2008;31.12.9999;Q 50028205;0;31.12.9999;;
10;P;80100021;1;A;32;1;;16.10.2008;25.10.2009;Q 50027991;0;31.12.2009;;
10;P;80100021;1;A;32;1;;17.10.2008;25.10.2009;Q 50027969;0;31.12.2009;;
10;P;80100021;1;A;32;1;;28.02.2009;31.12.9999;Q 50018845;0;31.12.2019;;
10;P;80100021;1;A;32;1;;19.03.2009;31.12.9999;Q 50018877;0;31.12.2010;;
10;P;80100021;1;A;32;1;;21.03.2009;31.12.9999;Q 50018878;0;31.12.2010;;
10;P;80100021;1;A;32;1;;07.10.2009;31.12.9999;Q 50027988;0;31.12.2010;;
10;P;80100021;1;A;32;1;;26.10.2009;31.12.9999;Q 50027908;0;31.12.9999;;
10;P;80100021;1;A;32;1;;26.10.2009;31.12.9999;Q 50027959;0;31.12.9999;;
10;P;80100021;1;A;32;1;;26.10.2009;31.12.9999;Q 50027969;0;31.12.9999;;
10;P;80100021;1;A;32;1;;26.10.2009;31.12.9999;Q 50027991;0;31.12.9999;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368683;0;31.12.2010;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368684;0;31.12.2010;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368685;0;31.12.2010;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368740;0;31.12.2014;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368741;0;31.12.2014;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368742;0;31.12.2014;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368889;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368890;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368891;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368892;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368893;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368894;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368895;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368896;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368897;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368898;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368899;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368900;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368901;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368902;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368903;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368907;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368908;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368920;0;31.12.2017;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368921;0;31.12.2017;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368922;0;31.12.2017;;
10;P;80100021;1;A;32;1;;01.01.2015;01.01.2015;Q 50368923;0;31.12.2017;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368520;0;31.12.2015;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368521;0;31.12.2015;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368522;0;31.12.2015;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368523;0;31.12.2015;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368524;0;31.12.2015;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368533;0;31.12.2015;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368534;0;31.12.2015;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368695;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368696;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368726;0;31.12.2019;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368727;0;31.12.2019;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368746;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368747;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368750;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368751;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368752;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368753;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368754;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368755;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368756;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368757;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368759;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368760;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368761;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368762;0;31.12.2018;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368820;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368821;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368822;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368823;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368824;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368828;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368829;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368830;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368831;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368840;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368841;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368904;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368905;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368906;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368910;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368911;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368912;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368913;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368914;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368915;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368916;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368917;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368918;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368965;0;31.12.2019;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368966;0;31.12.2019;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368967;0;31.12.2019;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50368968;0;31.12.2019;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369144;0;31.12.2012;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369145;0;31.12.2012;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369146;0;31.12.2012;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369147;0;31.12.2012;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369158;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369159;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369160;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369166;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369167;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369168;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369169;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369170;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369171;0;31.12.2016;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369173;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369174;0;31.12.2011;;
10;P;80100021;1;A;32;1;;01.01.2015;31.12.9999;Q 50369175;0;31.12.2011;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368683;0;31.12.2007;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368684;0;31.12.2007;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368685;0;31.12.2007;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368889;0;31.12.2007;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368890;0;31.12.2007;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368891;0;31.12.2007;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368892;0;31.12.2007;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368893;0;31.12.2008;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368894;0;31.12.2008;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368895;0;31.12.2008;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368896;0;31.12.2008;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368897;0;31.12.2008;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368898;0;31.12.2008;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368899;0;31.12.2008;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368900;0;31.12.2008;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368901;0;31.12.2008;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368902;0;31.12.2009;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368903;0;31.12.2009;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368907;0;31.12.2008;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368908;0;31.12.2008;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368920;0;31.12.2009;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368921;0;31.12.2009;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368922;0;31.12.2009;;
10;P;80100021;1;A;32;1;;02.01.2015;02.01.2015;Q 50368923;0;31.12.2009;;
10;P;80100021;1;A;32;1;;02.01.2015;31.12.9999;Q 50368740;0;31.12.2010;;
10;P;80100021;1;A;32;1;;02.01.2015;31.12.9999;Q 50368741;0;31.12.2010;;
10;P;80100021;1;A;32;1;;02.01.2015;31.12.9999;Q 50368742;0;31.12.2010;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368479;0;31.12.9999;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368480;0;31.12.9999;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368481;0;31.12.9999;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368482;0;31.12.9999;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368528;0;31.12.9999;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368529;0;31.12.9999;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368530;0;31.12.9999;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368663;0;31.12.9999;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368664;0;31.12.9999;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368665;0;31.12.9999;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368666;0;31.12.9999;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368683;0;31.12.9999;;
10;P;80100021;1;A;32;1;;03.01.2015;31.12.9999;Q 50368684;0;31.12.9999;;
